ID,Sex,Date,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
167,0,42137.64583,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,0,HYDE ST / LOMBARD ST,-122.4196161,37.80199424
168,0,42137.64167,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,BAYVIEW,0,1600 Block of 20TH ST,-122.3977468,37.75999239
169,0,42137.64097,MISSING PERSON,MISSING JUVENILE,Wednesday,MISSION,0,900 Block of POTRERO AV,-122.4066049,37.75715804
170,0,42137.64028,NON-CRIMINAL,TRAFFIC ACCIDENT,Wednesday,BAYVIEW,0,1200 Block of CONNECTICUT ST,-122.3962703,37.7504525
171,0,42137.64028,ASSAULT,SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE,Wednesday,BAYVIEW,0,1200 Block of CONNECTICUT ST,-122.3962703,37.7504525
172,0,42137.63542,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TENDERLOIN,0,0 Block of POWELL ST,-122.4078454,37.78509432
173,0,42137.63542,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,NORTHERN,0,1500 Block of FRANKLIN ST,-122.4238031,37.78896574
174,0,42137.625,VEHICLE THEFT,STOLEN TRUCK,Wednesday,NORTHERN,0,2000 Block of CALIFORNIA ST,-122.4280877,37.78958206
175,0,42137.625,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,BAYVIEW,1,1600 Block of UNDERWOOD AV,-122.3920652,37.7299736
176,0,42137.625,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,TENDERLOIN,0,8TH ST / MARKET ST,-122.4147438,37.77871926
177,0,42137.625,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,NORTHERN,0,FRANKLIN ST / HAYES ST,-122.4213327,37.77709027
178,0,42137.625,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TENDERLOIN,0,HYDE ST / MCALLISTER ST,-122.415318,37.78071793
179,0,42137.625,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,0,BEACH ST / POLK ST,-122.4238488,37.80622143
180,0,42137.625,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,0,POST ST / WEBSTER ST,-122.4313698,37.78537304
181,0,42137.625,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,0,MISSION ST / 5TH ST,-122.406482,37.78273179
182,0,42137.61458,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,SOUTHERN,0,800 Block of FOLSOM ST,-122.4023437,37.78116668
183,0,42137.61111,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,TENDERLOIN,0,0 Block of GROVE ST,-122.4156425,37.77883232
184,0,42137.60625,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,0,1000 Block of MISSION ST,-122.4097952,37.78003563
185,0,42137.60486,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,PARK,1,1600 Block of HAIGHT ST,-122.449123,37.76978409
186,0,42137.60486,DRUG/NARCOTIC,SALE OF MARIJUANA,Wednesday,PARK,1,1600 Block of HAIGHT ST,-122.449123,37.76978409
187,0,42137.60417,WARRANTS,WARRANT ARREST,Wednesday,NORTHERN,1,300 Block of MCALLISTER ST,-122.4177779,37.78030899
188,0,42137.60417,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,1,300 Block of MCALLISTER ST,-122.4177779,37.78030899
189,0,42137.60417,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,0,400 Block of JOHNFKENNEDY DR,-122.4652087,37.77261005
190,0,42137.60417,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Wednesday,INGLESIDE,0,700 Block of MIRAMAR AV,-122.4583428,37.72977527
191,0,42137.60417,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,1,800 Block of BRYANT ST,-122.4034048,37.77542071
192,0,42137.60417,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,RICHMOND,0,700 Block of 45TH AV,-122.5058834,37.77436883
193,0,42137.60208,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,MISSION,0,3100 Block of 24TH ST,-122.4146345,37.75252762
194,0,42137.59375,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,TARAVAL,0,1700 Block of OCEAN AV,-122.4607094,37.7249317
195,0,42137.59375,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,TENDERLOIN,1,0 Block of OFARRELL ST,-122.4058954,37.78673422
196,0,42137.58958,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Wednesday,SOUTHERN,1,6TH ST / NATOMA ST,-122.4076931,37.78016307
197,0,42137.58958,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,SOUTHERN,1,6TH ST / NATOMA ST,-122.4076931,37.78016307
198,1,42137.58681,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,NORTHERN,0,3600 Block of LYON ST,-122.4482784,37.80427189
199,1,42137.58542,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,INGLESIDE,1,29TH ST / SAN JOSE AV,-122.4226722,37.74394327
200,0,42137.58542,WARRANTS,ENROUTE TO PAROLE OFFICER,Wednesday,INGLESIDE,1,29TH ST / SAN JOSE AV,-122.4226722,37.74394327
201,0,42137.58542,ASSAULT,THREATS AGAINST LIFE,Wednesday,INGLESIDE,1,29TH ST / SAN JOSE AV,-122.4226722,37.74394327
202,0,42137.58333,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,INGLESIDE,0,0 Block of ATHENS ST,-122.4242765,37.727293
203,1,42137.58333,NON-CRIMINAL,FOUND PROPERTY,Wednesday,BAYVIEW,0,1200 Block of 3RD ST,-122.3895176,37.77246824
204,0,42137.58333,TRESPASS,TRESPASSING,Wednesday,CENTRAL,1,300 Block of CLAY ST,-122.3997397,37.79503259
205,0,42137.58333,ASSAULT,BATTERY,Wednesday,TENDERLOIN,0,0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441
206,0,42137.58333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,0,400 Block of JOHNFKENNEDY DR,-122.4652087,37.77261005
207,1,42137.58333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,0,1000 Block of POINTLOBOS AV,-122.5136421,37.77846922
208,0,42137.58333,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,NORTHERN,0,1900 Block of SUTTER ST,-122.4318638,37.78620867
209,1,42137.58333,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Wednesday,INGLESIDE,0,100 Block of MELROSE AV,-122.4450699,37.7337501
210,1,42137.58333,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,0,100 Block of APPLETON AV,-122.4230713,37.73854905
211,0,42137.58333,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,TARAVAL,0,200 Block of CRESTLAKE DR,-122.4845457,37.73511269
212,0,42137.58194,ROBBERY,ROBBERY OF A CHAIN STORE WITH A DANGEROUS WEAPON,Wednesday,CENTRAL,1,300 Block of BAY ST,-122.4128038,37.80577399
213,0,42137.58194,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,CENTRAL,1,300 Block of BAY ST,-122.4128038,37.80577399
214,0,42137.57431,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,TENDERLOIN,1,GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
215,0,42137.57014,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,SOUTHERN,1,HARRISON ST / 2ND ST,-122.3951632,37.7843097
216,0,42137.56944,WARRANTS,WARRANT ARREST,Wednesday,TENDERLOIN,1,200 Block of GOLDEN GATE AV,-122.4142634,37.78175698
217,1,42137.5625,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,0,LEAVENWORTH ST / LOMBARD ST,-122.4179701,37.80220232
218,0,42137.5625,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,0,25TH AV / NORIEGA ST,-122.4828987,37.75395503
219,0,42137.5625,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,TARAVAL,0,25TH AV / NORIEGA ST,-122.4828987,37.75395503
220,0,42137.55486,WARRANTS,WARRANT ARREST,Wednesday,NORTHERN,1,400 Block of GOLDEN GATE AV,-122.417982,37.78128537
221,0,42137.55486,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,MISSION,1,17TH ST / MISSION ST,-122.4195157,37.76342923
222,0,42137.55486,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,MISSION,1,17TH ST / MISSION ST,-122.4195157,37.76342923
223,0,42137.55486,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,MISSION,1,17TH ST / MISSION ST,-122.4195157,37.76342923
224,0,42137.55486,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,MISSION,1,17TH ST / MISSION ST,-122.4195157,37.76342923
225,0,42137.55139,ROBBERY,ROBBERY OF A BANK WITH A DANGEROUS WEAPON,Wednesday,NORTHERN,0,2300 Block of FILLMORE ST,-122.4342252,37.79116853
226,0,42137.54514,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,SOUTHERN,0,800 Block of BRYANT ST,-122.4034048,37.77542071
227,0,42137.54167,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,NORTHERN,0,2300 Block of FILLMORE ST,-122.4343619,37.79115119
228,0,42137.54167,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,INGLESIDE,0,200 Block of STILLINGS AV,-122.4448541,37.73449811
229,0,42137.54167,ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,0,500 Block of MISSION ST,-122.3995453,37.78812918
230,0,42137.54167,LARCENY/THEFT,THEFT OF ANIMALS (GENERAL),Wednesday,NORTHERN,0,2300 Block of FILLMORE ST,-122.4343619,37.79115119
231,0,42137.54097,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,TENDERLOIN,1,MASON ST / EDDY ST,-122.4093131,37.78434785
232,0,42137.53125,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,RICHMOND,0,GEARY BL / 27TH AV,-122.4868783,37.77999237
233,0,42137.52569,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,NORTHERN,0,IVY ST / GOUGH ST,-122.4230767,37.77735026
234,0,42137.52431,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,SOUTHERN,0,4TH ST / MISSION ST,-122.4042702,37.78447885
235,0,42137.52083,WARRANTS,WARRANT ARREST,Wednesday,TARAVAL,0,1800 Block of IRVING ST,-122.477696,37.76359154
236,0,42137.52083,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,BAYVIEW,1,700 Block of KIRKWOOD AV,-122.3740193,37.72920336
237,0,42137.52083,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,BAYVIEW,1,700 Block of KIRKWOOD AV,-122.3740193,37.72920336
238,0,42137.52083,NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,0,300 Block of STOCKTON ST,-122.4068865,37.78873458
239,0,42137.52083,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,CENTRAL,0,300 Block of STOCKTON ST,-122.4068865,37.78873458
240,1,42137.52083,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,BAYVIEW,1,700 Block of KIRKWOOD AV,-122.3740193,37.72920336
241,0,42137.52083,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Wednesday,TARAVAL,0,1600 Block of LINCOLN WY,-122.4756555,37.76541405
242,0,42137.51597,NON-CRIMINAL,FOUND PROPERTY,Wednesday,BAYVIEW,0,7TH ST / IRWIN ST,-122.3974262,37.76844016
243,0,42137.51458,KIDNAPPING,FALSE IMPRISONMENT,Wednesday,INGLESIDE,1,1500 Block of DOLORES ST,-122.4243477,37.74504562
244,0,42137.51458,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,INGLESIDE,1,1500 Block of DOLORES ST,-122.4243477,37.74504562
245,0,42137.51389,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,NORTHERN,0,1500 Block of CALIFORNIA ST,-122.4198886,37.79073538
246,0,42137.5,NON-CRIMINAL,AIDED CASE,Wednesday,RICHMOND,0,100 Block of FUNSTON AV,-122.4720483,37.78539022
247,0,42137.5,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,RICHMOND,0,100 Block of FUNSTON AV,-122.4720483,37.78539022
248,0,42137.5,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,NORTHERN,0,600 Block of VANNESS AV,-122.4206914,37.78148325
249,0,42137.5,NON-CRIMINAL,LOST PROPERTY,Wednesday,CENTRAL,0,700 Block of VALLEJO ST,-122.4097917,37.79850835
250,0,42137.5,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,INGLESIDE,0,200 Block of BLYTHDALE AV,-122.4205298,37.71100233
251,0,42137.5,VEHICLE THEFT,STOLEN TRUCK,Wednesday,SOUTHERN,0,600 Block of 8TH ST,-122.4046854,37.77062903
252,0,42137.48611,NON-CRIMINAL,FOUND PROPERTY,Wednesday,PARK,0,900 Block of PAGE ST,-122.4364041,37.77225454
253,0,42137.47917,SUSPICIOUS OCC,SUSPICIOUS PERSON,Wednesday,SOUTHERN,0,0 Block of 6TH ST,-122.4090112,37.78113406
254,0,42137.47917,LARCENY/THEFT,PETTY THEFT BICYCLE,Wednesday,NORTHERN,0,500 Block of LARKIN ST,-122.4173673,37.78286262
255,0,42137.47917,MISSING PERSON,MISSING ADULT,Wednesday,SOUTHERN,0,0 Block of DORE ST,-122.413046,37.77386178
256,0,42137.47361,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,CENTRAL,0,700 Block of COLUMBUS AV,-122.4120043,37.80148647
257,0,42137.45833,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,INGLESIDE,1,5300 Block of DIAMONDHEIGHTS BL,-122.4362669,37.74277156
258,0,42137.45833,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,0,POLK ST / WILLOW ST,-122.4192748,37.78356805
259,0,42137.4375,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TARAVAL,0,1800 Block of 29TH AV,-122.4871859,37.75281498
260,0,42137.4375,MISSING PERSON,MISSING ADULT,Wednesday,CENTRAL,0,1000 Block of BUSH ST,-122.4145769,37.78947681
261,0,42137.4375,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,0,17TH ST / MISSION ST,-122.4195157,37.76342923
262,0,42137.4375,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,MISSION,0,VALENCIA ST / 17TH ST,-122.4217338,37.76329969
263,0,42137.43194,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,CENTRAL,0,800 Block of JONES ST,-122.4137051,37.78906405
264,1,42137.42708,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,SOUTHERN,0,0 Block of MAIN ST,-122.3957716,37.79243096
265,0,42137.42014,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,NORTHERN,0,600 Block of EDDY ST,-122.418382,37.78325838
266,0,42137.41667,ASSAULT,BATTERY,Wednesday,CENTRAL,0,1200 Block of UNION ST,-122.4202227,37.7989965
267,0,42137.41667,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,MISSION,0,2000 Block of MISSION ST,-122.4195204,37.76422894
268,0,42137.41667,NON-CRIMINAL,FOUND PROPERTY,Wednesday,RICHMOND,0,25TH AV / CLEMENT ST,-122.4848733,37.78202318
269,0,42137.40694,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,MISSION,1,800 Block of CAPP ST,-122.4174994,37.75308467
270,0,42137.40694,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,PARK,1,HAIGHT ST / STANYAN ST,-122.4535346,37.7691663
271,0,42137.40694,WARRANTS,WARRANT ARREST,Wednesday,PARK,1,HAIGHT ST / STANYAN ST,-122.4535346,37.7691663
272,0,42137.40278,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,0,1100 Block of FILLMORE ST,-122.4319796,37.78004785
273,0,42137.40278,ASSAULT,BATTERY,Wednesday,INGLESIDE,0,CRESCENT AV / FOLSOM ST,-122.41369,37.7347307
274,0,42137.40278,SECONDARY CODES,JUVENILE INVOLVED,Wednesday,INGLESIDE,0,CRESCENT AV / FOLSOM ST,-122.41369,37.7347307
275,0,42137.4,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,INGLESIDE,0,0 Block of GLADYS ST,-122.4228657,37.73947657
276,0,42137.39583,MISSING PERSON,MISSING ADULT,Wednesday,CENTRAL,0,1800 Block of MASON ST,-122.4126631,37.80063555
277,0,42137.39583,MISSING PERSON,FOUND PERSON,Wednesday,CENTRAL,0,1800 Block of MASON ST,-122.4126631,37.80063555
278,0,42137.39583,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,MISSION,0,2200 Block of MISSION ST,-122.4193502,37.76101609
279,0,42137.39583,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,TENDERLOIN,1,GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
280,0,42137.39583,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN,1,GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
281,0,42137.375,RUNAWAY,RUNAWAY,Wednesday,INGLESIDE,0,5700 Block of MISSION ST,-122.449675,37.70976253
282,0,42137.375,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,0,500 Block of HAYES ST,-122.4254163,37.77662802
283,0,42137.375,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Wednesday,TENDERLOIN,1,ELLIS ST / JONES ST,-122.4127841,37.78486569
284,0,42137.375,OTHER OFFENSES,RESISTING ARREST,Wednesday,TENDERLOIN,1,ELLIS ST / JONES ST,-122.4127841,37.78486569
285,0,42137.375,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,SOUTHERN,0,ZOE ST / BRANNAN ST,-122.3953087,37.77929702
286,0,42137.375,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,0,DIVISADERO ST / TURK ST,-122.4387417,37.77965932
287,0,42137.37153,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,TARAVAL,0,1700 Block of 11TH AV,-122.4677968,37.75554147
288,0,42137.36181,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Wednesday,CENTRAL,0,1100 Block of BUSH ST,-122.4161992,37.78915877
289,0,42137.35833,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,NORTHERN,1,BROADWAY ST / VANNESS AV,-122.4234131,37.79573711
290,0,42137.35417,NON-CRIMINAL,LOST PROPERTY,Wednesday,NORTHERN,0,VANNESS AV / ELLIS ST,-122.4210119,37.78382269
291,0,42137.34514,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,CENTRAL,0,1100 Block of CALIFORNIA ST,-122.4132889,37.79146553
292,1,42137.34444,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,MISSION,1,CESAR CHAVEZ ST / GUERRERO ST,-122.4224904,37.74801444
293,0,42137.34028,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,MISSION,0,2000 Block of MARKET ST,-122.4269556,37.76924706
294,0,42137.33333,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,INGLESIDE,0,1600 Block of SUNNYDALE AV,-122.4171448,37.71215029
295,0,42137.33333,MISSING PERSON,MISSING JUVENILE,Wednesday,PARK,0,1800 Block of EDDY ST,-122.4380984,37.78063886
296,0,42137.33333,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Wednesday,MISSION,0,24TH ST / FOLSOM ST,-122.414089,37.75250508
297,0,42137.33333,ASSAULT,BATTERY,Wednesday,MISSION,0,24TH ST / FOLSOM ST,-122.414089,37.75250508
298,0,42137.33333,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,BAYVIEW,0,LOOMIS ST / FLOWER ST,-122.4045994,37.74211889
299,0,42137.33264,ASSAULT,BATTERY,Wednesday,MISSION,0,23RD ST / UTAH ST,-122.4054558,37.75433708
300,0,42137.33264,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,MISSION,0,23RD ST / UTAH ST,-122.4054558,37.75433708
301,0,42137.32639,LARCENY/THEFT,GRAND THEFT BICYCLE,Wednesday,SOUTHERN,0,100 Block of SPEAR ST,-122.3932283,37.79195104
302,0,42137.32292,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,PARK,0,1300 Block of MASONIC AV,-122.4448468,37.7683459
303,0,42137.31597,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,0,0 Block of GENOA PL,-122.4065029,37.80126532
304,0,42137.3125,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,SOUTHERN,0,0 Block of RAUSCH ST,-122.4097748,37.77644368
305,0,42137.30556,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,TENDERLOIN,0,200 Block of MASON ST,-122.4095237,37.7857603
306,0,42137.29861,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,BAYVIEW,0,1500 Block of SILVER AV,-122.4060923,37.73234832
307,0,42137.29167,NON-CRIMINAL,FOUND PROPERTY,Wednesday,RICHMOND,0,400 Block of 4TH AV,-122.4621386,37.7801273
308,0,42137.29167,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,0,2100 Block of ALAMEDA ST,-122.4063276,37.76849835
309,0,42137.29167,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,RICHMOND,0,100 Block of SUTROHEIGHTS AV,-122.5086318,37.77606949
310,0,42137.28125,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,SOUTHERN,0,100 Block of LANGTON ST,-122.407389,37.77561063
311,0,42137.27778,LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Wednesday,RICHMOND,0,3700 Block of CALIFORNIA ST,-122.4554684,37.78621097
312,0,42137.26042,WARRANTS,WARRANT ARREST,Wednesday,PARK,1,1700 Block of OAK ST,-122.4481619,37.77182548
313,0,42137.26042,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,0,1200 Block of UTAH ST,-122.4053225,37.75369252
314,1,42137.26042,OTHER OFFENSES,VIOLATION OF PARK CODE,Wednesday,PARK,1,1700 Block of OAK ST,-122.4481619,37.77182548
315,0,42137.24792,ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Wednesday,NORTHERN,1,GROVE ST / GOUGH ST,-122.4231684,37.77781574
316,0,42137.24792,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,NORTHERN,1,GROVE ST / GOUGH ST,-122.4231684,37.77781574
317,0,42137.24792,OTHER OFFENSES,RESISTING ARREST,Wednesday,NORTHERN,1,GROVE ST / GOUGH ST,-122.4231684,37.77781574
318,0,42137.24653,LARCENY/THEFT,ATTEMPTED GRAND THEFT PURSESNATCH,Wednesday,NORTHERN,0,300 Block of GROVE ST,-122.4223481,37.77786178
319,0,42137.24653,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Wednesday,NORTHERN,0,300 Block of GROVE ST,-122.4223481,37.77786178
320,0,42137.23958,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Wednesday,PARK,0,0 Block of CLIFFORD TR,-122.4436185,37.76395203
321,0,42137.23958,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,PARK,0,0 Block of CLIFFORD TR,-122.4436185,37.76395203
322,0,42137.22569,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,NORTHERN,1,900 Block of OFARRELL ST,-122.4203754,37.78480062
323,0,42137.22569,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,NORTHERN,1,900 Block of OFARRELL ST,-122.4203754,37.78480062
324,0,42137.21528,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TENDERLOIN,0,JONES ST / GOLDEN GATE AV,-122.4122242,37.78207293
325,0,42137.20833,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,NORTHERN,1,1300 Block of WEBSTER ST,-122.4310464,37.78302957
326,0,42137.20833,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Wednesday,NORTHERN,1,1300 Block of WEBSTER ST,-122.4310464,37.78302957
327,0,42137.20833,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS W/PRIORS,Wednesday,NORTHERN,1,1300 Block of WEBSTER ST,-122.4310464,37.78302957
328,0,42137.19792,ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,0,1500 Block of MARKET ST,-122.4196667,37.77468233
329,0,42137.19792,KIDNAPPING,KIDNAPPING DURING ROBBERY,Wednesday,SOUTHERN,0,1500 Block of MARKET ST,-122.4196667,37.77468233
330,0,42137.19792,ROBBERY,"ROBBERY,  ATM, GUN",Wednesday,SOUTHERN,0,1500 Block of MARKET ST,-122.4196667,37.77468233
331,0,42137.17014,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,INGLESIDE,0,SAINT MARYS AV / MISSION ST,-122.4261146,37.73395413
332,0,42137.17014,OTHER OFFENSES,CONSPIRACY,Wednesday,INGLESIDE,0,SAINT MARYS AV / MISSION ST,-122.4261146,37.73395413
333,0,42137.17014,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,INGLESIDE,0,SAINT MARYS AV / MISSION ST,-122.4261146,37.73395413
334,0,42137.16667,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,TARAVAL,0,700 Block of MOUNT VERNON AV,-122.45121,37.71957244
335,0,42137.13125,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,NORTHERN,0,1000 Block of POLK ST,-122.4198583,37.78613713
336,0,42137.10625,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,TARAVAL,0,1400 Block of 17TH AV,-122.4748575,37.76083981
337,0,42137.10625,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Wednesday,TARAVAL,0,1400 Block of 17TH AV,-122.4748575,37.76083981
